issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
MYTHF,15-08-2024,METLEN ENERGY & METALS S A Ord,U,Other OTC,36446,17751,105.32,18695,172,211.90
MYTHY,15-08-2024,Metlen Energy and Metals S.A.,U,Other OTC,481,102,371.57,379,694,1.00
MZDAF,15-08-2024,Mazda Motor Corp Ordinary Shar,U,Other OTC,3832158,5197810,-26.27,-1365652,3030,999.99
MZDAY,15-08-2024,Mazda Motor Corp Unsponsored A,U,Other OTC,80607,0,100.00,80607,713786,1.00
MZHOF,15-08-2024,Mizuho Financial Group Inc Tok,U,Other OTC,505257,603347,-16.26,-98090,26822,18.84
MZTFF,15-08-2024,Mizrahi Tefahot Bank Ltd Ordin,U,Other OTC,11858,12006,-1.23,-148,0,999.99
MZWAF,15-08-2024,Maezawa Kasei Industries Co Lt,U,Other OTC,7233,9233,-21.66,-2000,0,999.99
NABZY,15-08-2024,National Australia Bank Limite,U,Other OTC,52103,93051,-44.01,-40948,168376,1.00
NACQQ,15-08-2024,NextPoint Financial Inc Other,U,Other OTC,52545,52545,0.00,0,0,999.99
NAFS,15-08-2024,"North America Frac Sand, Inc.",U,Other OTC,87666,0,100.00,87666,36950993,1.00
NANX,15-08-2024,NANOPHASE TECHNOLOGIES CORP CO,U,Other OTC,3462,2740,26.35,722,5889,1.00
NAPRF,15-08-2024,Naspers Limited Ordinary Share,U,Other OTC,7397,7268,1.77,129,6,999.99
NARRF,15-08-2024,Nagoya Railroad Co Ltd Ord Ord,U,Other OTC,972009,1134808,-14.35,-162799,891,999.99
NASB,15-08-2024,NASB Financial Inc. Common Sto,U,Other OTC,782,201,289.05,581,2570,1.00
NASO,15-08-2024,"Naples Soap Company, Inc.  Com",U,Other OTC,1040,0,100.00,1040,569020,1.00
NATKY,15-08-2024,NATIONAL ATOMIC CO KAZATOMPROM,U,Other OTC,18060,6965,159.30,11095,488,37.01
NAUBF,15-08-2024,National Australia Bk Ltd  Ord,U,Other OTC,6247438,6352259,-1.65,-104821,1307,999.99
NAUFF,15-08-2024,Nevgold Corp. Common Shares,U,Other OTC,20949,13006,61.07,7943,73215,1.00
NAUH,15-08-2024,National American University H,U,Other OTC,615,615,0.00,0,923,1.00
NAVB,15-08-2024,NAVIDEA BIOPHARMACEUTICALS INC,U,Other OTC,3015,3016,-0.03,-1,70313,1.00
NBCDF,15-08-2024,NATIONAL BK CDA MONTREAL QUE 1,U,Other OTC,103,1,10200.00,102,0,999.99
NBCLF,15-08-2024,NITTO BOSEKI CO LTD SHS (Japan,U,Other OTC,151174,62580,141.57,88594,0,999.99
NBFJF,15-08-2024,Nippon Building Fund Inc Ordin,U,Other OTC,7936,6437,23.29,1499,3,999.99
NBGIF,15-08-2024,National Bank of Greece SA Ord,U,Other OTC,704029,653339,7.76,50690,6619,106.36
NBGRY,15-08-2024,NATIONAL BK GREECE S A America,U,Other OTC,708,0,100.00,708,201,3.52
NBIO,15-08-2024,Nascent Biotech Inc. Common St,U,Other OTC,3967,2567,54.54,1400,275330,1.00
NBLWF,15-08-2024,NOBLE CORP PLC Warrant,U,Other OTC,16871,16871,0.00,0,5394,3.13
NBNKF,15-08-2024,NORDEA BK ABP SHS (Finland),U,Other OTC,1261044,5279409,-76.11,-4018365,422,999.99
NBPVF,15-08-2024,NB Private Equity Partners Lim,U,Other OTC,446,20,2130.00,426,368,1.21
NBRI,15-08-2024,North Bay Resources Inc. Commo,U,Other OTC,101000,119560,-15.52,-18560,28304757,1.00
NBRVF,15-08-2024,NABRIVA THERAPEUTICS PLC SHS N,U,Other OTC,12591,12591,0.00,0,806,15.62
NBRWF,15-08-2024,NABORS INDUSTRIES LTD Warrant,U,Other OTC,16131,15916,1.35,215,4526,3.56
NBVAF,15-08-2024,Nubeva Technologies Ltd Ordina,U,Other OTC,125,0,100.00,125,84290,1.00
NBYCF,15-08-2024,Niobay Metals Inc Common Share,U,Other OTC,487,32670,-98.51,-32183,22097,1.00
NCABF,15-08-2024,NCAB GROUP AB Common Stock,U,Other OTC,589898,577456,2.15,12442,0,999.99
NCAUF,15-08-2024,Newcore Gold Ltd Ordinary Shar,U,Other OTC,9310,6515,42.90,2795,56723,1.00
NCBDF,15-08-2024,"Bandai Namco Holdings, Inc. Or",U,Other OTC,1020560,1256550,-18.78,-235990,837,999.99
NCBDY,15-08-2024,Bandai Namco Hldgs Inc America,U,Other OTC,13035,9293,40.27,3742,81535,1.00
NCCBF,15-08-2024,NCC AB SHS -B- (Sweden),U,Other OTC,68352,71294,-4.13,-2942,0,999.99
NCCGF,15-08-2024,"NCC GROUP PLC, MANCHESTER Ordi",U,Other OTC,11,2711,-99.59,-2700,0,999.99
NCHEF,15-08-2024,NICHIREI CORP SHS (Japan),U,Other OTC,37103,33803,9.76,3300,0,999.99
NCHNF,15-08-2024,NICHICON CORP Ordinary Shares,U,Other OTC,197621,273583,-27.77,-75962,0,999.99
NCKIF,15-08-2024,NICK SCALI LTD Ordinary Shares,U,Other OTC,15812,13695,15.46,2117,0,999.99
NCLTF,15-08-2024,Nitori Holdings Co Ltd Ordinar,U,Other OTC,410592,306952,33.76,103640,5579,73.60
NCLTY,15-08-2024,Nitori Holdings Co Ltd Unspons,U,Other OTC,4895,18632,-73.73,-13737,597972,1.00
NCRBF,15-08-2024,Nippon Carbon Co Ltd Ordinary,U,Other OTC,7475,6575,13.69,900,0,999.99
NCSYF,15-08-2024,Nice Systems Ltd Ordinary Shar,U,Other OTC,10311,15488,-33.43,-5177,24,429.63
NCTKF,15-08-2024,Nabtesco Corp Tokyo Ordinary S,U,Other OTC,161604,73344,120.34,88260,148,999.99
NCTKY,15-08-2024,Nabtesco Corp American Deposit,U,Other OTC,1881,1781,5.61,100,387,4.86
NCXS,15-08-2024,NBC BANCORP INC COM,U,Other OTC,4,4,0.00,0,15,1.00
NDBKF,15-08-2024,Nedbank Group Limited Ordinary,U,Other OTC,409973,373442,9.78,36531,49,999.99
NDBKY,15-08-2024,Nedbank Group Limited Sponsore,U,Other OTC,17662,9537,85.19,8125,13158,1.34
NDCVF,15-08-2024,NORDIC SEMICONDUCTOR ASA Ordin,U,Other OTC,913671,839141,8.88,74530,3270,279.41
NDDLF,15-08-2024,Nederlandsche Apparatenfabriek,U,Other OTC,261,261,0.00,0,0,999.99
NDEKF,15-08-2024,Nitto Denko Corporation Ordina,U,Other OTC,99644,51453,93.66,48191,4858,20.51
NDEKY,15-08-2024,Nitto Denko Corporation Americ,U,Other OTC,2231,7454,-70.07,-5223,58629,1.00
NDEV,15-08-2024,Novus Acquisition & Developmen,U,Other OTC,132804,3487,3708.55,129317,773693,1.00
NDGPF,15-08-2024,Nine Dragons Paper Holdings Lt,U,Other OTC,1123787,1147787,-2.09,-24000,1818,618.14
NDGPY,15-08-2024,Nine Dragons Paper Holdings Lt,U,Other OTC,847,1426,-40.60,-579,169,5.01
NDOI,15-08-2024,ENDO INC Common Stock,U,Other OTC,33966,28566,18.90,5400,9083,3.74
NDRBF,15-08-2024,NIBE INDUSTRIER AB Ordinary Sh,U,Other OTC,31653190,31276886,1.20,376304,2675,999.99
NDTAF,15-08-2024,Northern Data AG  INH O N Ordi,U,Other OTC,169823,165919,2.35,3904,79,999.99
NDVAF,15-08-2024,Indiva Ltd. Ordinary Shares,U,Other OTC,62182,62182,0.00,0,0,999.99
NDVLY,15-08-2024,New World Dev Ltd Ord American,U,Other OTC,20189,13615,48.28,6574,3379,5.97
NELEF,15-08-2024,Nitto Kogyo Corp SHS (Japan),U,Other OTC,32716,42416,-22.87,-9700,0,999.99
NEMCL,15-08-2024,NEWMONT CORP CHESS DEP INT-CDI,U,Other OTC,256411,306022,-16.21,-49611,39,999.99
NEMKY,15-08-2024,NEMETSCHEK SE American Deposit,U,Other OTC,87,87,0.00,0,10,8.70
NEMTF,15-08-2024,Nemetschek Ag Ord Ordinary Sha,U,Other OTC,35999,37180,-3.18,-1181,162,222.22
NEOJF,15-08-2024,NEOJAPAN INC COM STK (Japan),U,Other OTC,1297,1497,-13.36,-200,0,999.99
NEPTF,15-08-2024,NEPTUNE WELLNESS SOLUTIONS INC,U,Other OTC,154,936,-83.55,-782,27332,1.00
NESR,15-08-2024,National Energy Services Reuni,U,Other OTC,421175,470115,-10.41,-48940,44262,9.52
NESRF,15-08-2024,Northern Star Resources Ltd Or,U,Other OTC,1132570,1019836,11.05,112734,15731,72.00
NESRW,15-08-2024,NATIONAL ENERGY SVCS REUNITED,U,Other OTC,202212,201112,0.55,1100,22673,8.92
NETLF,15-08-2024,NETLINK NBN TR Ordinary Shares,U,Other OTC,1326099,1891299,-29.88,-565200,0,999.99
NETTF,15-08-2024,Netease Inc Ordinary Shares (C,U,Other OTC,278600,62162,348.18,216438,3580,77.82
NEVDQ,15-08-2024,NEVADA COPPER CORP CDA COM NEW,U,Other OTC,35191,35191,0.00,0,0,999.99
NEVPF,15-08-2024,Abliva AB Ordinary Shares,U,Other OTC,1797,1797,0.00,0,0,999.99
NEWDF,15-08-2024,NEWFOUNDLAND DISCOVERY CORP Or,U,Other OTC,17350,17350,0.00,0,37124,1.00
NEWH,15-08-2024,"NewHydrogen, Inc. Common Stock",U,Other OTC,133028,0,100.00,133028,1306598,1.00
NEWUF,15-08-2024,Newtopia Inc Common Shares (Ca,U,Other OTC,2,2,0.00,0,0,999.99
NEXCF,15-08-2024,NEXTECH3D AI CORP COM (Canada),U,Other OTC,28331,59332,-52.25,-31001,181716,1.00
NEXI,15-08-2024,NEXIMMUNE INC COM NEW,U,Other OTC,608,1452,-58.13,-844,6746,1.00
NEXNY,15-08-2024,Nexans Unsponsored ADR (France,U,Other OTC,1449,7,20600.00,1442,3024,1.00
NEXOF,15-08-2024,Nexon Co Ltd Ordinary Shares (,U,Other OTC,1300753,1758533,-26.03,-457780,2257,576.32
NEXOY,15-08-2024,Nexon Co Ltd Unsponsored ADR (,U,Other OTC,2896,8200,-64.68,-5304,44395,1.00
NEXPF,15-08-2024,NEXI SPA Azione Ordinarie Senz,U,Other OTC,15348821,16232051,-5.44,-883230,0,999.99
NFPDF,15-08-2024,NISSIN FOOD PRODUCTS CO LTD SH,U,Other OTC,366281,363965,0.64,2316,0,999.99
NFSCF,15-08-2024,ENPHYS ACQUISITION CORP,U,Other OTC,84,85,-1.18,-1,14660,1.00
NFSWF,15-08-2024,Enphys Acquisition Corp. Redee,U,Other OTC,9178,9178,0.00,0,0,999.99
NFTFF,15-08-2024,NFT TECHNOLOGIES INC Common Sh,U,Other OTC,22154,22154,0.00,0,6836,3.24
NFUJF,15-08-2024,NACHI-FUJIKOSHI CORP COM STK (,U,Other OTC,77524,79184,-2.10,-1660,0,999.99
NFUNF,15-08-2024,NUCLEAR FUELS INC Common Share,U,Other OTC,5050,8930,-43.45,-3880,23251,1.00
NFYEF,15-08-2024,NFI Group Inc Common Shares,U,Other OTC,1325582,1367069,-3.03,-41487,22936,57.79
NGCRF,15-08-2024,Nagacorp Ltd Ordinary Shares (,U,Other OTC,24637,1695,1353.51,22942,30916,1.00
NGCRY,15-08-2024,Nagacorp Ltd Unsponsored ADR (,U,Other OTC,126,15,740.00,111,949,1.00
NGENF,15-08-2024,NervGen Pharma Corp Common Sto,U,Other OTC,270864,271686,-0.30,-822,94929,2.85
NGGTF,15-08-2024,NATIONAL GRID PLC ORD GBP0.124,U,Other OTC,1017982,801029,27.08,216953,24258,41.96
NGKIF,15-08-2024,Ngk Insulators Ordinary Shares,U,Other OTC,176341,76890,129.34,99451,200,881.71
NGKKF,15-08-2024,NAGANO KEIKI CO LTD TOKYO SHS,U,Other OTC,33495,36483,-8.19,-2988,0,999.99
NGKSF,15-08-2024,NITERRA CO LTD Ordinary Shares,U,Other OTC,240507,231620,3.84,8887,6,999.99
NGKSY,15-08-2024,NITERRA CO LTD American Deposi,U,Other OTC,100,100,0.00,0,323,1.00
NGLBF,15-08-2024,Nagaileben Co Ltd Tokyo Ordina,U,Other OTC,24930,26130,-4.59,-1200,0,999.99
NGLD,15-08-2024,Nevada Canyon Gold Corp Common,U,Other OTC,1931,700,175.86,1231,27465,1.00
NGLOY,15-08-2024,Anglo American plc Sponsored A,U,Other OTC,138439,62158,122.72,76281,545857,1.00
NGLVF,15-08-2024,WISDOMTREE MULTI ASSET ISSUER,U,Other OTC,1478,1478,0.00,0,0,999.99
NGPHF,15-08-2024,Northern Graphite Corp. Ordina,U,Other OTC,5873,47568,-87.65,-41695,134946,1.00
NGRBF,15-08-2024,NEXTGEN FOOD ROBOTICS CORP Com,U,Other OTC,6510,0,100.00,6510,184619,1.00
NGRRF,15-08-2024,Nagarro SE Ordinary Shares (Ge,U,Other OTC,175305,173359,1.12,1946,223,786.12
NGSCF,15-08-2024,Nagase & Co Ltd COM STK (Japan,U,Other OTC,15008,3636,312.76,11372,0,999.99
NGTF,15-08-2024,NIGHTFOOD HLDGS INC Common Sto,U,Other OTC,279,9961,-97.20,-9682,160070,1.00
NGXXF,15-08-2024,Ngex Minerals Ltd Common Share,U,Other OTC,1014848,1070958,-5.24,-56110,49523,20.49
NHBAF,15-08-2024,Nichiban Co Ltd Ordinary Share,U,Other OTC,24222,23822,1.68,400,0,999.99
NHCZF,15-08-2024,Nihon Chouzai Co Ltd Tokyo Ord,U,Other OTC,15583,19283,-19.19,-3700,0,999.99
NHESF,15-08-2024,Nihon Eslead Corp Ordinary Sha,U,Other OTC,8081,5980,35.13,2101,0,999.99
NHFOF,15-08-2024,NH FOODS LTD SHS (Japan),U,Other OTC,161944,110630,46.38,51314,0,999.99
NHHEF,15-08-2024,NH Hotel Group SA Ordinary Sha,U,Other OTC,2,2,0.00,0,0,999.99
NHHHF,15-08-2024,FUELPOSITIVE CORP Common Share,U,Other OTC,166314,188910,-11.96,-22596,940958,1.00
NHHPF,15-08-2024,Nishi Nippon Finl Hldgs Inc CO,U,Other OTC,26975,25071,7.59,1904,0,999.99
NHIQ,15-08-2024,"NantHealth, Inc. Common Stock",U,Other OTC,1444,1444,0.00,0,337,4.28
NHKGF,15-08-2024,NHK Spriing Co Ltd Ordinary sh,U,Other OTC,414444,335484,23.54,78960,0,999.99
NHMAF,15-08-2024,"Nihon M&A Center Inc, Tokyo Or",U,Other OTC,1570577,1939283,-19.01,-368706,15,999.99
NHNKF,15-08-2024,Nihon Kohden Corp Ordinary Sha,U,Other OTC,201357,269730,-25.35,-68373,0,999.99
NHNKY,15-08-2024,Nihon Kohden Unsponsored ADR (,U,Other OTC,100,1905,-94.75,-1805,7937,1.00
NHOLF,15-08-2024,SOMPO HLDGS INC SHS (Japan),U,Other OTC,972381,1027626,-5.38,-55245,1,999.99
NHOXF,15-08-2024,Nederman Holding Aktibolag  Sh,U,Other OTC,100,100,0.00,0,0,999.99
NHPCF,15-08-2024,Nihon Parkerizing Co Ltd Ordin,U,Other OTC,2317,3517,-34.12,-1200,0,999.99
NHPEF,15-08-2024,New Hope Corporation Ltd Ordin,U,Other OTC,2398164,2161974,10.92,236190,2620,915.33
NHYDY,15-08-2024,Norsk Hydro ASA American Depos,U,Other OTC,1558,3938,-60.44,-2380,966908,1.00
NHYKF,15-08-2024,Norsk Hydro Asa Ord Ordinary S,U,Other OTC,1386330,2553838,-45.72,-1167508,7500,184.84
NIABY,15-08-2024,NIBE INDUSTRIER AB American De,U,Other OTC,1151,1000,15.10,151,119,9.67
NIBHF,15-08-2024,NIB HOLDINGS LTD NEWCASTLE NSW,U,Other OTC,173567,159600,8.75,13967,0,999.99
NICFF,15-08-2024,NICHIAS CORP Ordinary Shares (,U,Other OTC,18428,19728,-6.59,-1300,0,999.99
NICH,15-08-2024,"Nitches, Inc. Common Stock",U,Other OTC,69,58,18.97,11,364,1.00
NICMF,15-08-2024,Nickel Industries Ltd Common S,U,Other OTC,10171509,8314933,22.33,1856576,5396,999.99
NICOF,15-08-2024,Nico Resources Ltd. Ordinary S,U,Other OTC,302,302,0.00,0,0,999.99
NICXF,15-08-2024,Nicox Sa Eur Ord Common Shares,U,Other OTC,13149,13149,0.00,0,0,999.99
NIDB,15-08-2024,"Northeast Indiana Bancorp, Inc",U,Other OTC,15,0,100.00,15,10553,1.00
NIFCF,15-08-2024,NIFCO INC COM (Japan),U,Other OTC,180213,279293,-35.48,-99080,0,999.99
NIFCY,15-08-2024,Nifco Inc Ord American Deposit,U,Other OTC,100,100,0.00,0,0,999.99
NIIRF,15-08-2024,NICHIRIN CO LTD KOBE CITY HYOG,U,Other OTC,115,70,64.29,45,0,999.99
NIJPF,15-08-2024,Nippon Paper Industries Co Ltd,U,Other OTC,436098,529689,-17.67,-93591,0,999.99
NIKA,15-08-2024,NIKA PHARMACEUTICALS INC COM,U,Other OTC,81,81,0.00,0,18,4.50
NILIF,15-08-2024,SURGE BATTERY METALS INC Ordin,U,Other OTC,1501,2501,-39.98,-1000,207519,1.00
NILTF,15-08-2024,NICAN LTD COM (Canada),U,Other OTC,25000,0,100.00,25000,369182,1.00
NINOF,15-08-2024,Nikon Corp Ordinary Shares,U,Other OTC,3067977,4240731,-27.65,-1172754,318,999.99
NINOY,15-08-2024,Nikon Corp American Depositary,U,Other OTC,4420,6346,-30.35,-1926,8638,1.00
NINTF,15-08-2024,NINETY ONE PLC Ordinary Shares,U,Other OTC,1768955,1771439,-0.14,-2484,353,999.99
NIOIF,15-08-2024,NIO INC SHS CL A Ordinary Shar,U,Other OTC,1537415,1507306,2.00,30109,282,999.99
NIOVF,15-08-2024,Plato Gold Corporation Ordinar,U,Other OTC,1096,1100,-0.36,-4,1818,1.00
NIPKF,15-08-2024,Nippon Konpo Unyu Soko Co Ltd,U,Other OTC,227357,218872,3.88,8485,0,999.99
NIPNF,15-08-2024,NEC Corporation Ordinary Share,U,Other OTC,261254,471915,-44.64,-210661,318,821.55
NIPOF,15-08-2024,Japan Hotel REIT Investment Co,U,Other OTC,8732,3624,140.95,5108,0,999.99
NIPPF,15-08-2024,Nippon Accommodations Fund Inc,U,Other OTC,1781,1774,0.39,7,0,999.99
NIRCF,15-08-2024,Nippon Road Co (F) SHS (Japan),U,Other OTC,25052,23252,7.74,1800,18,999.99
NISRF,15-08-2024,NISHIO RENT ALL CO LTD Common,U,Other OTC,3908,3788,3.17,120,0,999.99
NISTF,15-08-2024,Nippon Steel & Sumitomo Metal,U,Other OTC,4850491,2956764,64.05,1893727,1105,999.99
NISUF,15-08-2024,NISSUI CORP Ordinary Shares,U,Other OTC,127594,29094,338.56,98500,0,999.99
NISUY,15-08-2024,Nissui Corporation American De,U,Other OTC,2,2,0.00,0,1,2.00
NITKF,15-08-2024,Noritake Co Ltd Ordinary Share,U,Other OTC,11310,8410,34.48,2900,0,999.99
NJDCY,15-08-2024,Nidec Corporation American Dep,U,Other OTC,25093,23314,7.63,1779,302362,1.00
NJMLF,15-08-2024,Nojima Co Ltd Ordinary Shares,U,Other OTC,39114,41414,-5.55,-2300,0,999.99
NKGFF,15-08-2024,NEVADA KING GOLD CORP NEW Comm,U,Other OTC,238976,96515,147.61,142461,293937,1.00
NKKSF,15-08-2024,NIKKISO CO LTD COM STK (Japan),U,Other OTC,3452,11052,-68.77,-7600,0,999.99
NKLXF,15-08-2024,NICKELEX RESOURCE CORPORATION,U,Other OTC,2269,2269,0.00,0,0,999.99
NKNSF,15-08-2024,NAKANISHI INC TOCHIGI Ordinary,U,Other OTC,90007,72107,24.82,17900,0,999.99
NKNZF,15-08-2024,"NIPPON KANZAI HOLDINGS CO.,LTD",U,Other OTC,30115,30515,-1.31,-400,0,999.99
NKOKF,15-08-2024,Noritsu Koki Co Ltd Ordinary S,U,Other OTC,4838,2038,137.39,2800,0,999.99
NKOSF,15-08-2024,Labrador Gold Corp Ordinary Sh,U,Other OTC,5712,103899,-94.50,-98187,168734,1.00
NKRCF,15-08-2024,NAKANO CORP Ordinary Shares (J,U,Other OTC,113,233,-51.50,-120,0,999.99
NKRKF,15-08-2024,Nokian Tyres Plc Ordinary Shar,U,Other OTC,2443479,2398728,1.87,44751,7,999.99
NKRKY,15-08-2024,Nokian Tyres OYJ Unsponsored A,U,Other OTC,12512,12675,-1.29,-163,9128,1.37
NKRSF,15-08-2024,Niko Resources Ltd Ordinary Sh,U,Other OTC,9,9,0.00,0,80,1.00
NLCP,15-08-2024,NEWLAKE CAP PARTNERS INC COM,U,Other OTC,48242,44007,9.62,4235,164810,1.00
NLLRF,15-08-2024,PILLAR CORP COM STK (Japan),U,Other OTC,38289,45128,-15.15,-6839,0,999.99
NLLSF,15-08-2024,Nel ASA Ordinary Shares (Norwa,U,Other OTC,42123778,40697304,3.51,1426474,38976,999.99
NLLSY,15-08-2024,Nel ASA Unsponsored ADR (Norwa,U,Other OTC,147,147,0.00,0,16,9.19
NLPXF,15-08-2024,NOBLE MINERAL EXPL INC NEW Com,U,Other OTC,1300,1307,-0.54,-7,18876,1.00
NLST,15-08-2024,"Netlist, Inc. Common Stock",U,Other OTC,9565312,10008086,-4.42,-442774,639567,14.96
NLTBF,15-08-2024,Nolato AB B Shs Ordinary Share,U,Other OTC,7291,8346,-12.64,-1055,0,999.99
NLVVF,15-08-2024,NEW LEAF VENTURES INC Common S,U,Other OTC,7131,7131,0.00,0,15328,1.00
NMAKF,15-08-2024,NEMAK S A B DE C V SHARES OF F,U,Other OTC,4339764,4079508,6.38,260256,1818,999.99
NMEHF,15-08-2024,Nomura Real Estate Holdings In,U,Other OTC,148010,101075,46.44,46935,0,999.99
NMEX,15-08-2024,Northern Minerals & Exploratio,U,Other OTC,127,117,8.55,10,4529,1.00
NMGX,15-08-2024,NANO MAGIC INC Common Stock,U,Other OTC,6148,5663,8.56,485,1756,3.50
NMKCP,15-08-2024,Niagara Mohawk Power Corporati,U,Other OTC,36,32,12.50,4,157,1.00
NMLSF,15-08-2024,Nova Mentis Life Sciences Corp,U,Other OTC,337,337,0.00,0,43436,1.00
NMMCF,15-08-2024,NMC Health PLC Ordinary Shares,U,Other OTC,6099362,6099362,0.00,0,0,999.99
NMMRF,15-08-2024,Nomura Real Estate master Fd I,U,Other OTC,8638,8306,4.00,332,11,785.27
NMPGY,15-08-2024,Navio Maritime Holdings Inc Am,U,Other OTC,10,10,0.00,0,45,1.00
NMPRY,15-08-2024,Navios Maritime Holdings Inc A,U,Other OTC,123,123,0.00,0,5,24.60
NMRD,15-08-2024,"Nemaura Medical, Inc. Common S",U,Other OTC,382,458,-16.59,-76,8766,1.00
NMRSF,15-08-2024,NAMURA SHIPBUILDING CO LTD Ord,U,Other OTC,554497,102171,442.71,452326,18,999.99
NMSYF,15-08-2024,NISHIMATSUYA CHAIN CO LTD HIME,U,Other OTC,30637,80437,-61.91,-49800,0,999.99
NMTAF,15-08-2024,NEOMETALS LTD  Ordinary Shares,U,Other OTC,483436,515173,-6.16,-31737,345,999.99
NMTAY,15-08-2024,Neometals Ltd. American Deposi,U,Other OTC,3235,4103,-21.16,-868,417,7.76
NMTLF,15-08-2024,New Age Metals Inc. Ordinary S,U,Other OTC,37461,13381,179.96,24080,71050,1.00
NMTRQ,15-08-2024,9 METERS BIOPHARMA INC Common,U,Other OTC,20138,20138,0.00,0,3052,6.60
NMUCF,15-08-2024,Nomura Co Ltd Common Stock,U,Other OTC,125810,156210,-19.46,-30400,0,999.99
NNAX,15-08-2024,New Momentum Corporation Commo,U,Other OTC,20000,0,100.00,20000,19278412,1.00
NNBKF,15-08-2024,NANTO BANK LTD Common Stock,U,Other OTC,33322,35368,-5.78,-2046,0,999.99
NNCHF,15-08-2024,NISSAN CHEM CORP Ordinary Shar,U,Other OTC,1371852,1383836,-0.87,-11984,60,999.99
NNCHY,15-08-2024,Nissan Chemical Corporation Am,U,Other OTC,2011,1814,10.86,197,339,5.93
NNCSF,15-08-2024,"Nanosonics Ltd, Sydney Ordinar",U,Other OTC,28058,27989,0.25,69,364,77.08
NNDNF,15-08-2024,Nidec Corp. Ordinary Shares (J,U,Other OTC,1360034,1430179,-4.90,-70145,1610,844.74
NNFSF,15-08-2024,NONGFU SPRING CO LTD REGISTERE,U,Other OTC,17561262,17000836,3.30,560426,473,999.99
NNFTF,15-08-2024,NANOFILM TECHNOLOGIES INTL LTD,U,Other OTC,46828,27828,68.28,19000,0,999.99
NNGPF,15-08-2024,NN Group NV Ordinary Shares (N,U,Other OTC,860371,972852,-11.56,-112481,1382,622.55
NNGRY,15-08-2024,NN Group NV American Depositar,U,Other OTC,4332,6183,-29.94,-1851,30802,1.00
NNKEF,15-08-2024,NANKAI ELECTRIC RAILWAY CO LTD,U,Other OTC,110736,80940,36.81,29796,18,999.99
NNMTF,15-08-2024,NINE ENTMT CO HLDGS LTD SHS (A,U,Other OTC,2378144,2388678,-0.44,-10534,0,999.99
NNOCF,15-08-2024,Nanoco Group Plc Ordinary Shar,U,Other OTC,750,750,0.00,0,0,999.99
NNOKF,15-08-2024,Nok Corp COM STK(Japan),U,Other OTC,79159,141560,-44.08,-62401,0,999.99
NNOMF,15-08-2024,NANO ONE MATERIALS CORP.  Ordi,U,Other OTC,318723,327831,-2.78,-9108,171215,1.86
NNRDF,15-08-2024,NISHI-NIPPON RAILROAD CO LTD S,U,Other OTC,54869,41710,31.55,13159,0,999.99
NNRHF,15-08-2024,Neinor Homes Sa Ordinary Share,U,Other OTC,1,1,0.00,0,0,999.99
NNRI,15-08-2024,"NNRF, Inc. Common Stock",U,Other OTC,13317,0,100.00,13317,302698,1.00
NNSCF,15-08-2024,NEC Networks Ordinary Shares (,U,Other OTC,51680,23980,115.51,27700,27,999.99
NNWWF,15-08-2024,"The North West Company, Inc Va",U,Other OTC,290649,253048,14.86,37601,72,999.99
NNXPF,15-08-2024,Nanoxplore Inc Ordinary Shares,U,Other OTC,300421,291646,3.01,8775,53572,5.61
NNXXY,15-08-2024,Nexity SA American Depositary,U,Other OTC,4,3,33.33,1,1,4.00
NNYR,15-08-2024,Northamerican Energy Group Cor,U,Other OTC,2,2,0.00,0,348,1.00
NOBDF,15-08-2024,North Bud Farms Inc Comn Npv C,U,Other OTC,477,477,0.00,0,5,95.40
NOEJF,15-08-2024,NORMA Group AG Namen - AKT (Ge,U,Other OTC,12929,12967,-0.29,-38,0,999.99
NOEVF,15-08-2024,"NOEVIR HOLDINGS CO LTD, KOBE O",U,Other OTC,19831,19931,-0.50,-100,0,999.99
NOFCF,15-08-2024,Nof Corp Ordinary Shares (Japa,U,Other OTC,12971,26871,-51.73,-13900,0,999.99
NOKBF,15-08-2024,Nokia Oy Corp Ab A Shs Ordinar,U,Other OTC,2935515,13253545,-77.85,-10318030,802141,3.66
NONEF,15-08-2024,Net One Systems Co Ltd Ordinar,U,Other OTC,38250,23133,65.35,15117,0,999.99
NONOF,15-08-2024,Novo Nordisk A/S Ordinary Shar,U,Other OTC,2758964,2553367,8.05,205597,97551,28.28
NOPMF,15-08-2024,NEO PERFORMANCE MATLS INC COM,U,Other OTC,169640,162604,4.33,7036,35846,4.73
NORD,15-08-2024,Nordicus Partners Corp. Common,U,Other OTC,88,88,0.00,0,612,1.00
NORNQ,15-08-2024,Noranda Aluminum Holdings Corp,U,Other OTC,866,866,0.00,0,0,999.99
NORSF,15-08-2024,NORSK TITANIUM AS SHS (Norway),U,Other OTC,5250,5000,5.00,250,5618,1.00
NORX,15-08-2024,Norstra Energy Inc Common Stoc,U,Other OTC,402,402,0.00,0,364,1.10
NOSPF,15-08-2024,NEOEN SPA ACT (France),U,Other OTC,12822,8212,56.14,4610,0,999.99
NPACF,15-08-2024,Quadient SA Ordinary Shares,U,Other OTC,91700,76839,19.34,14861,77,999.99
NPACY,15-08-2024,Quadient S.A. American Deposit,U,Other OTC,893,893,0.00,0,4,223.25
