issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
AMNF,15-08-2024,"Armanino Foods of Distinction,",U,Other OTC,1270,1350,-5.93,-80,37067,1.00
AMNTF,15-08-2024,ASIA CEMENT CHINA HOLDINGS COR,U,Other OTC,50,50,0.00,0,0,999.99
AMPE,15-08-2024,AMPIO PHARMACEUTICALS INC Comm,U,Other OTC,229,229,0.00,0,4342,1.00
AMQFF,15-08-2024,ABITIBI METALS CORP Common Sto,U,Other OTC,1766,3468,-49.08,-1702,33165,1.00
AMRRY,15-08-2024,AMERICAN RARE EARTHS LTD SPONS,U,Other OTC,8628,4156,107.60,4472,9588,1.00
AMSLF,15-08-2024,Australian Mines Limited Ordin,U,Other OTC,55970,55970,0.00,0,0,999.99
AMSPF,15-08-2024,AMUNDI INDEX SOLUTIONS SICAV S,U,Other OTC,1138,1145,-0.61,-7,0,999.99
AMSSY,15-08-2024,AMS OSRAM AG American Deposita,U,Other OTC,27814,11412,143.73,16402,29279,1.00
AMSYF,15-08-2024,ArcelorMittal Common Shares,U,Other OTC,2066679,2834718,-27.09,-768039,37563,55.02
AMVMF,15-08-2024,AMG Advanced Metallurgical Gro,U,Other OTC,107995,116905,-7.62,-8910,2632,41.03
AMXEF,15-08-2024,Amex Expl Inc Ordinary Shares,U,Other OTC,101944,96986,5.11,4958,17383,5.86
AMXOF,15-08-2024,AMERICA MOVIL SAB DE CV SHARES,U,Other OTC,29057352,34998213,-16.97,-5940861,9075,999.99
AMXX,15-08-2024,"Maxx Sports TV, Inc. Common St",U,Other OTC,35,35,0.00,0,4853,1.00
AMYZF,15-08-2024,RECYCLICO BATTERY MATLS INC Co,U,Other OTC,28388,22826,24.37,5562,85590,1.00
ANCTF,15-08-2024,ALIMENTATION COUCHE-TARD INC C,U,Other OTC,2698311,2407478,12.08,290833,95818,28.16
ANDGF,15-08-2024,"Aeon Delight Co., Ltd. COM STK",U,Other OTC,11694,11894,-1.68,-200,0,999.99
ANDHF,15-08-2024,ANDLAUER HEALTHCARE GROUP INC,U,Other OTC,374541,343959,8.89,30582,1,999.99
ANDR,15-08-2024,Andrea Electronics Corporation,U,Other OTC,585,585,0.00,0,4546,1.00
ANFGF,15-08-2024,Antofagasta Holdings Plc Ordin,U,Other OTC,586720,479214,22.43,107506,4109,142.79
ANFIF,15-08-2024,Amira Nature Foods Ltd Ordinar,U,Other OTC,387,387,0.00,0,0,999.99
ANFPF,15-08-2024,ANTIN INFRASTRUCTURE PARTNERS,U,Other OTC,47077,0,100.00,47077,0,999.99
ANGGF,15-08-2024,Angang Steel Co Ltd  Ordinary,U,Other OTC,268620,268620,0.00,0,0,999.99
ANGPY,15-08-2024,Anglo American Platinum Ltd Am,U,Other OTC,88174,46312,90.39,41862,212621,1.00
ANGVF,15-08-2024,Angus Gold Inc Other,U,Other OTC,11678,30,38826.67,11648,32460,1.00
ANICF,15-08-2024,ANONYMOUS INTELLIGENCE CO INC,U,Other OTC,176,176,0.00,0,5091,1.00
ANKOF,15-08-2024,Angkor Resources Corp.  Common,U,Other OTC,9286,12086,-23.17,-2800,55,168.84
ANLDF,15-08-2024,Anfield Energy Inc Ordinary Sh,U,Other OTC,522643,595696,-12.26,-73053,440814,1.19
ANNSF,15-08-2024,AENA S A Ordinary Shares (Spai,U,Other OTC,11936,25753,-53.65,-13817,127,93.98
ANPCF,15-08-2024,"Angle Plc, Surrey Ordinary sha",U,Other OTC,1000,0,100.00,1000,0,999.99
ANPCY,15-08-2024,"Angle Plc, Surrey Sponsored Am",U,Other OTC,55,0,100.00,55,129,1.00
ANPDF,15-08-2024,Anta Sports Products Limited O,U,Other OTC,1048007,1496831,-29.98,-448824,2816,372.16
ANPDY,15-08-2024,Anta Sports Products Limited U,U,Other OTC,3153,40,7782.50,3113,5626,1.00
ANPMF,15-08-2024,ANDEAN PRECIOUS METALS CORP Co,U,Other OTC,8590,11914,-27.90,-3324,49231,1.00
ANRGF,15-08-2024,ANAERGIA INC SUB VTG SHS (Cana,U,Other OTC,108136,116917,-7.51,-8781,6821,15.85
ANSLF,15-08-2024,Ansell Limited Ordinary Shares,U,Other OTC,18863,18516,1.87,347,64,294.73
ANSNF,15-08-2024,Anson Resources Ordinary Share,U,Other OTC,5500,46710,-88.23,-41210,24636,1.00
ANTH,15-08-2024,"Anthera Pharmaceuticals, Inc.",U,Other OTC,3186,3186,0.00,0,45,70.80
ANTOF,15-08-2024,IIDA GROUP HLDGS CO LTD Ordina,U,Other OTC,1122132,1108132,1.26,14000,0,999.99
ANTVF,15-08-2024,Antares Vision SRL SPA Azioni,U,Other OTC,492592,500084,-1.50,-7492,9729,50.63
ANYCF,15-08-2024,ANYCOLOR INC COM STK (Japan),U,Other OTC,765300,849500,-9.91,-84200,0,999.99
ANYYY,15-08-2024,Aena SME S.A. American Deposit,U,Other OTC,355,2830,-87.46,-2475,165922,1.00
ANZFF,15-08-2024,Air New Zealand Ltd Ordinary S,U,Other OTC,29694,33784,-12.11,-4090,17077,1.74
ANZGF,15-08-2024,ANZ GROUP HLDGS LTD SHS (Austr,U,Other OTC,3936717,4714202,-16.49,-777485,1065,999.99
ANZGY,15-08-2024,ANZ GROUP HLDGS LTD SPONSORED,U,Other OTC,2997,11378,-73.66,-8381,178415,1.00
ANZLY,15-08-2024,Air New Zealand Ltd American D,U,Other OTC,4919,4336,13.45,583,832,5.91
AOCIF,15-08-2024,Autocanada Inc Common Shares (,U,Other OTC,747665,672536,11.17,75129,1577,474.11
AOIFF,15-08-2024,Africa Oil Corp. Ordinary Shar,U,Other OTC,3857408,3567589,8.12,289819,162834,23.69
AOMFF,15-08-2024,Alstom Ordinary Shares Prov Re,U,Other OTC,475117,611333,-22.28,-136216,75,999.99
AONC,15-08-2024,AMERICAN ONCOLOGY NETWORK INC,U,Other OTC,15662,10011,56.45,5651,40321,1.00
AONCW,15-08-2024,AMERICAN ONCOLOGY NETWORK INC,U,Other OTC,4640,4750,-2.32,-110,9656,1.00
AONNF,15-08-2024,Aeon Co Ltd Ordinary Shares,U,Other OTC,5892349,6166315,-4.44,-273966,39,999.99
AONNY,15-08-2024,Aeon Co Ltd American Depositar,U,Other OTC,25524,5377,374.69,20147,35456,1.00
AOREF,15-08-2024,American Overseas Group Limite,U,Other OTC,26,26,0.00,0,0,999.99
AOTUF,15-08-2024,Precinct Properties New Zealan,U,Other OTC,10,10,0.00,0,0,999.99
AOTVF,15-08-2024,ASCOT RES LTD COM (Canada),U,Other OTC,3811684,3088712,23.41,722972,912991,4.17
AOXG,15-08-2024,AOXING PHARMACEUTICAL CO INC C,U,Other OTC,204,204,0.00,0,1291,1.00
AOZOF,15-08-2024,Aozora Bank Ltd Ordinary Share,U,Other OTC,3730280,4337552,-14.00,-607272,0,999.99
AOZOY,15-08-2024,AOZORA BANK LTD American Depos,U,Other OTC,2290,2136,7.21,154,575,3.98
APAAF,15-08-2024,APPIA RARE EARTHS & URANIUM CO,U,Other OTC,12275,15135,-18.90,-2860,124435,1.00
APAJF,15-08-2024,APA Group Stapled Security (Au,U,Other OTC,2850236,2627915,8.46,222321,9357,304.61
APEAF,15-08-2024,EAGERS AUTOMOTIVE LTD Ordinary,U,Other OTC,394498,395885,-0.35,-1387,0,999.99
APELF,15-08-2024,Alps Electric Co Ltd Ordinary,U,Other OTC,2498507,2321852,7.61,176655,0,999.99
APELY,15-08-2024,"Alps Alpine Co., Ltd. American",U,Other OTC,133,0,100.00,133,440,1.00
APEMY,15-08-2024,APERAM N Y REGISTRY SHS (Luxem,U,Other OTC,1570,1570,0.00,0,127,12.36
APETF,15-08-2024,ALPHAGEN INTELLIGENCE CORP CL,U,Other OTC,1000,60903,-98.36,-59903,74423,1.00
APGMF,15-08-2024,Applied Graphene Matls PLC Ord,U,Other OTC,217,217,0.00,0,2909,1.00
APGOF,15-08-2024,Apollo Silver Corp. Common Sha,U,Other OTC,64939,25887,150.86,39052,321294,1.00
APLIF,15-08-2024,APPILI THERAPEUTICS INC CL A (,U,Other OTC,17755,600,2859.17,17155,170952,1.00
APLO,15-08-2024,APOLLO BANCORP INC CMT-CAP STK,U,Other OTC,48,48,0.00,0,27,1.78
APMHF,15-08-2024,APM HUMAN SVCS INTL PTY LTD OR,U,Other OTC,91163,91163,0.00,0,0,999.99
APMRF,15-08-2024,AMPER SA MADRID SHS (Spain),U,Other OTC,110368,110358,0.01,10,0,999.99
APMSF,15-08-2024,"Aperam S.A., Luxembourg Ordina",U,Other OTC,71018,62704,13.26,8314,0,999.99
APNHF,15-08-2024,Aspen Pharmacare Holdings plc,U,Other OTC,122970,73356,67.63,49614,0,999.99
APNHY,15-08-2024,Aspen Pharmacare Holdings plc,U,Other OTC,2553,2472,3.28,81,484,5.27
APNYF,15-08-2024,"ALPEN CO LTD, NAGOYA Ordinary",U,Other OTC,102121,102721,-0.58,-600,0,999.99
APPIF,15-08-2024,APPIER GROUP INC Common Stock,U,Other OTC,1510994,1486379,1.66,24615,0,999.99
APPTF,15-08-2024,AUTOMOTIVE PPTYS REAL ESTATE I,U,Other OTC,300832,143,210272.03,300689,1100,273.48
APRAF,15-08-2024,Trailbreaker Resources Ltd Ord,U,Other OTC,6531,5548,17.72,983,51789,1.00
APSI,15-08-2024,Aqua Power Systems Inc. Common,U,Other OTC,28844,23734,21.53,5110,43960,1.00
APTL,15-08-2024,Alaska Pwr & Tel Co Common Sto,U,Other OTC,46,45,2.22,1,19,2.42
APTPF,15-08-2024,Airports of Thailand Pblic Co,U,Other OTC,8984921,8434300,6.53,550621,952,999.99
APTY,15-08-2024,APT Systems Inc. Common Stock,U,Other OTC,23836,49,48544.90,23787,17178296,1.00
APYRF,15-08-2024,ALLIED PPTYS REAL ESTATE INVT,U,Other OTC,1942939,1659024,17.11,283915,95786,20.28
ARAAF,15-08-2024,Aclara Resources Inc Common Sh,U,Other OTC,7373,15424,-52.20,-8051,15917,1.00
ARAFF,15-08-2024,Arafura Resources NL Ordinary,U,Other OTC,11424231,11546181,-1.06,-121950,80667,141.62
ARAT,15-08-2024,Arax Hldgs Corp Common Stock,U,Other OTC,131,0,100.00,131,801,1.00
ARBFF,15-08-2024,ARB Corporation Ltd Ordinary S,U,Other OTC,75307,75425,-0.16,-118,0,999.99
ARBKF,15-08-2024,Argo Blockchain Plc Ordinary S,U,Other OTC,10170,10170,0.00,0,52178,1.00
ARBTF,15-08-2024,Argo Gold Inc Ordinary Shares,U,Other OTC,2000,14352,-86.06,-12352,1311,1.53
ARBV,15-08-2024,AMERICAN RIVIERA BANCORP Commo,U,Other OTC,561,0,100.00,561,7088,1.00
ARCVF,15-08-2024,Arcadis NV Ordinary Shares,U,Other OTC,614038,616144,-0.34,-2106,487,999.99
ARDLF,15-08-2024,COAST ENTMT HLDGS LTD Ordinary,U,Other OTC,8845,9108,-2.89,-263,0,999.99
ARDNF,15-08-2024,Argent Minerals Ltd. Perth Ord,U,Other OTC,9160,9160,0.00,0,273,33.55
ARDS,15-08-2024,ARIDIS PHARMACEUTICALS INC Com,U,Other OTC,1737,1737,0.00,0,2769,1.00
ARESF,15-08-2024,Artis Real Estate Invt Tr Trus,U,Other OTC,1714633,1816682,-5.62,-102049,7988,214.65
ARFSF,15-08-2024,ARENA REIT FULLY PAID ORDINARY,U,Other OTC,108765,105298,3.29,3467,0,999.99
ARGGY,15-08-2024,Aston Martin Lagonda Global Ho,U,Other OTC,107129,15710,581.92,91419,166674,1.00
ARGHF,15-08-2024,ARGO CORPORATION Common Shares,U,Other OTC,7311,6157,18.74,1154,13395,1.00
ARGNF,15-08-2024,Argen X NV Ordinary Shares (Ne,U,Other OTC,74437,95885,-22.37,-21448,2456,30.31
ARGPF,15-08-2024,ARGO GRAPHICS INC TOKYO Ordina,U,Other OTC,10500,5300,98.11,5200,0,999.99
ARGTF,15-08-2024,Artemis Gold Inc Common Stock,U,Other OTC,209645,167843,24.91,41802,40445,5.18
ARGYF,15-08-2024,AVANTI HELIUM CORP Ordinary Sh,U,Other OTC,11651,54184,-78.50,-42533,70787,1.00
